No.,相対PASS,発行年,巻数,号数,開始ページ,終了ページ,論文タイトル,著者,file_name,HPリンク先,PDFリンク先,file_path,num_pages,llm_keywords,primary_keywords,secondary_keywords,featured_keywords,対象物,研究タイプ,対象物_根拠,研究タイプ_根拠
2701,日本醸造協会誌/102巻/4号/102_232.pdf,2007,102,4,232,236,清酒醪の物質収支からの製成事績推定,白上 公久,102_232.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_232/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_232/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/4号/102_232.pdf,5,清酒もろみ; 物質収支; 製成事績推定; 四段; アルコール添加; 粕; 粕固形率; 大阪国税局鑑定官室; 普通酒; 吟醸酒,アルコール; 固形; 膠液; 仕込み; 計算; 液量; 蒸米; 製成; sl; 添加; 及び; 成分; エキス; 白米; 歩合; 酒量; 発酵; tl; 含水; an,kc; 普通; ブドウ; 汲み水; kk; 糖類; 求める; ex; 配合; ボーメ; 係数; 比重; 入力; ロス; 重量; 調味; 溶解; sv; bt; 仕込ま,清酒もろみ; 物質収支; 製成事績推定; 四段; アルコール添加; 粕; 粕固形率; 大阪国税局鑑定官室; 普通酒; 吟醸酒; アルコール; 固形; 膠液; 仕込み; 計算; 液量; 蒸米; 製成; sl; 添加; 及び; 成分; エキス; 白米; 歩合; 酒量; 発酵; tl; 含水; an; kc; 普通; ブドウ; 汲み水; kk; 糖類; 求める; ex; 配合; ボーメ; 係数; 比重; 入力; ロス; 重量; 調味; 溶解; sv; bt; 仕込ま,清酒; 農産物・果実; アルコール飲料; ワイン,醸造工程・製造技術,清酒:清酒もろみ|清酒もろみ|吟醸酒|清酒もろみ|清酒もろみ|吟醸酒; 農産物・果実:蒸米|白米|蒸米|白米; アルコール飲料:アルコール添加|アルコール|アルコール添加|アルコール; ワイン:ブドウ|ブドウ,醸造工程・製造技術:蒸米|発酵|蒸米|発酵
2702,日本醸造協会誌/102巻/4号/102_237.pdf,2007,102,4,237,242,蒸米釜のスケール生成防止と除去,田中 健,102_237.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_237/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_237/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/4号/102_237.pdf,6,蒸米釜; スケール生成防止; スケール除去; 化学洗浄法; 有機酸; クエン酸; 塩酸; 井戸水; カルシウム; シリカ,スケール; ppm; ケール; クエン; エン; 井戸; ph; シリカ; 溶解; 腐食; ブラッシング; 除去; カルシウム; 加熱; 生成; 洗浄; 濃縮; 塩酸; 珪素; 付着,予防; 成分; 沸騰; スケー; 放置; ルシウム; 激しく; 金属; 気泡; 使用; 常温; マグネシウム; 蒸米; 傷める; 処理; アルカリ; 効果; 濃度; 材質; 加え,蒸米釜; スケール生成防止; スケール除去; 化学洗浄法; 有機酸; クエン酸; 塩酸; 井戸水; カルシウム; シリカ; スケール; ppm; ケール; クエン; エン; 井戸; ph; 溶解; 腐食; ブラッシング; 除去; 加熱; 生成; 洗浄; 濃縮; 珪素; 付着; 予防; 成分; 沸騰; スケー; 放置; ルシウム; 激しく; 金属; 気泡; 使用; 常温; マグネシウム; 蒸米; 傷める; 処理; アルカリ; 効果; 濃度; 材質; 加え,農産物・果実,醸造工程・製造技術,農産物・果実:蒸米釜|蒸米|蒸米釜|蒸米,醸造工程・製造技術:蒸米釜|蒸米|蒸米釜|蒸米
2703,日本醸造協会誌/102巻/4号/102_243.pdf,2007,102,4,243,248,米・フェルラ酸及びゴマ・リグナンの黒麹菌発酵処理による新機能性食品素材の作製,三宅 義明,102_243.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_243/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_243/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/4号/102_243.pdf,6,機能性食品素材; 食品製造廃棄物; 焼酎用麹菌; 発酵処理; 米; フェルラ酸; ゴマ; リグナン; 黒麹菌; 抗酸化活性,リグナン; セサミ; 抗酸; サミノール; ゴマ; ルラ; セサミン; 発酵; 活性; 黒麹; フェ; ノール; 変換; 機能; 米糠; 配糖; 搾り; 処理; リン酸; フェニルプロパノイド,サミン; pph; バニ; 物質; ジカル; 培養; plc; oi; sai; aspergillus; セサミンジカテコール; 捕捉; コール; hydroxyflavanone; ピセサミノール; miyake; ポリフェノール; 生成; カテ; 素材,機能性食品素材; 食品製造廃棄物; 焼酎用麹菌; 発酵処理; 米; フェルラ酸; ゴマ; リグナン; 黒麹菌; 抗酸化活性; セサミ; 抗酸; サミノール; ルラ; セサミン; 発酵; 活性; 黒麹; フェ; ノール; 変換; 機能; 米糠; 配糖; 搾り; 処理; リン酸; フェニルプロパノイド; サミン; pph; バニ; 物質; ジカル; 培養; plc; oi; sai; aspergillus; セサミンジカテコール; 捕捉; コール; hydroxyflavanone; ピセサミノール; miyake; ポリフェノール; 生成; カテ; 素材,清酒; 農産物・果実; 酵母・微生物; 焼酎; 副産物・バイオマス,醸造工程・製造技術; 健康機能・栄養効果; 応用利用・食品開発; 保存・安定性; 環境・サステナビリティ,清酒:焼酎用麹菌|黒麹菌|黒麹菌|黒麹|黒麹|焼酎用麹菌; 農産物・果実:米|米糠|米糠|米|米糠|米糠; 酵母・微生物:焼酎用麹菌|黒麹菌|aspergillus|焼酎用麹菌|黒麹菌|aspergillus; 焼酎:焼酎用麹菌|焼酎用麹菌; 副産物・バイオマス:米糠|米糠,醸造工程・製造技術:食品製造廃棄物|焼酎用麹菌|発酵処理|黒麹菌|発酵|黒麹; 健康機能・栄養効果:機能性食品素材|抗酸化活性|機能性食品素材|抗酸化活性; 応用利用・食品開発:機能性食品素材|食品製造廃棄物|機能性食品素材|食品製造廃棄物; 保存・安定性:抗酸化活性|抗酸化活性; 環境・サステナビリティ:食品製造廃棄物|食品製造廃棄物
2704,日本醸造協会誌/102巻/4号/102_249.pdf,2007,102,4,249,259,風土記に現われた酒 (3),加藤 百一,102_249.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_249/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_249/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/4号/102_249.pdf,11,風土記; 井泉; 播磨国風土記; 応神天皇; 酒井; 三澤の水; 厩の御井; 松原の御井; 流井; 美奈志川の泉,呪術; 天皇; 風土; 説話; 農耕; 呪具; 号く; 行為; 播磨; 荒ぶる; 大神; 揖保; 逸文; 馬形; 人形; 誓約; 手揉み; 御子; 井泉; 神話,荒田; 小目; 酒井; 天女; 寒水; 投げ; 千穂; 生血; 所以; 仰せ; 男神; 七夜; 巡幸; 日女; 阿波; 土地; 神意; 神社; 献げ; 地名,風土記; 井泉; 播磨国風土記; 応神天皇; 酒井; 三澤の水; 厩の御井; 松原の御井; 流井; 美奈志川の泉; 呪術; 天皇; 風土; 説話; 農耕; 呪具; 号く; 行為; 播磨; 荒ぶる; 大神; 揖保; 逸文; 馬形; 人形; 誓約; 手揉み; 御子; 神話; 荒田; 小目; 天女; 寒水; 投げ; 千穂; 生血; 所以; 仰せ; 男神; 七夜; 巡幸; 日女; 阿波; 土地; 神意; 神社; 献げ; 地名,その他（対象物）,その他（研究タイプ）,,
2705,日本醸造協会誌/102巻/4号/102_260.pdf,2007,102,4,260,306,平成18年度における酒類の研究業績,編集部,102_260.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_260/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_260/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/4号/102_260.pdf,47,酒類研究業績; 清酒; 原料; 麹; 酵母; 酵素; 成分分析; 醸造工学; 環境; 副産物利用,酵母; 及び; アルコール; ビール; 製造; 酵素; 発酵; 飲料; 醸造; 処理; センター; 活性; 試験; エタノール; 用い; aspergillus; 成分; sam; 醸協; page,抑制; タンパク; 影響; 遺伝; 添加; 発現; 米糠; oryzae; 機能; 変異; 装置; ペプチド; 発泡; 工業; 濃度; 新規; 含有; 検討; 高橋; メチオニン,酒類研究業績; 清酒; 原料; 麹; 酵母; 酵素; 成分分析; 醸造工学; 環境; 副産物利用; 及び; アルコール; ビール; 製造; 発酵; 飲料; 醸造; 処理; センター; 活性; 試験; エタノール; 用い; aspergillus; 成分; sam; 醸協; page; 抑制; タンパク; 影響; 遺伝; 添加; 発現; 米糠; oryzae; 機能; 変異; 装置; ペプチド; 発泡; 工業; 濃度; 新規; 含有; 検討; 高橋; メチオニン,酵母・微生物; 清酒; 農産物・果実; 副産物・バイオマス; アルコール飲料,醸造工程・製造技術; 応用利用・食品開発; 微生物・遺伝子関連; 成分分析・物性評価; 環境・サステナビリティ,酵母・微生物:酵母|酵母|aspergillus|oryzae|酵母|aspergillus; 清酒:清酒|麹|清酒|麹; 農産物・果実:米糠|米糠|米糠|米糠; 副産物・バイオマス:副産物利用|米糠|副産物利用|米糠; アルコール飲料:アルコール|エタノール|アルコール|エタノール,醸造工程・製造技術:麹|醸造工学|製造|発酵|醸造|麹; 応用利用・食品開発:副産物利用|飲料|副産物利用|飲料; 微生物・遺伝子関連:発現|発現; 成分分析・物性評価:成分分析|成分分析; 環境・サステナビリティ:環境|環境
2706,日本醸造協会誌/102巻/4号/102_309.pdf,2007,102,4,309,313,もろみ中のピルビン酸濃度を指標とした発酵管理,伊藤 和樹; 佐藤 時習; 兜森 忠道; 渡辺 誠衛; 田口 隆信,102_309.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_309/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_309/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/4号/102_309.pdf,5,もろみ; ピルビン酸濃度; 発酵管理; 酵母数; アルコール分; 日本酒度; bmd値; 上槽; アミノ酸度; 秋田純米酵母,ピルビン; concentration; pyruvate; 濃度; atp; ルビン; 酵母; bmd; moromi; fi; 切れ; mash; ak; 上槽; アルコール; 鈍く; symbols; 兜森; bm; alcohol,tration; 最大; and; 後半; concen; akita; 田口; of; the; 指標; in; 佐藤; fig; 解か; 経過; 示し; 純米; concurrently; コール; 発酵,もろみ; ピルビン酸濃度; 発酵管理; 酵母数; アルコール分; 日本酒度; bmd値; 上槽; アミノ酸度; 秋田純米酵母; ピルビン; concentration; pyruvate; 濃度; atp; ルビン; 酵母; bmd; moromi; fi; 切れ; mash; ak; アルコール; 鈍く; symbols; 兜森; bm; alcohol; tration; 最大; and; 後半; concen; akita; 田口; of; the; 指標; in; 佐藤; fig; 解か; 経過; 示し; 純米; concurrently; コール; 発酵,清酒; 酵母・微生物; 農産物・果実; アルコール飲料,醸造工程・製造技術; 成分分析・物性評価,清酒:もろみ|日本酒度|秋田純米酵母|純米|もろみ|日本酒度; 酵母・微生物:酵母数|秋田純米酵母|酵母|酵母数|秋田純米酵母|酵母; 農産物・果実:秋田純米酵母|純米|秋田純米酵母|純米; アルコール飲料:アルコール分|アルコール|アルコール分|アルコール,醸造工程・製造技術:発酵管理|発酵|発酵管理|発酵; 成分分析・物性評価:アミノ酸度|アミノ酸度
2707,日本醸造協会誌/102巻/4号/102_314.pdf,2007,102,4,314,322,乳酸菌のビール混濁性判定マーカーhorAおよびhorC遺伝子の有用性評価,鈴木 康司; 飯島 和丸; 浅野 静; 栗山 英俊; 北川 泰,102_314.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_314/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/4/102_4_314/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/4号/102_314.pdf,9,乳酸菌; ビール混濁性; ホップ耐性遺伝子; hora; horc; 水平伝播; pcr法; 菌種推定; 環境調査; 回収容器,horc; hora; ビール; 混濁; la; 菌種; backi; regions; abbc; yamashita; paracol; brevi; 乳酸; and; suzuki; 領域; containing; rf; natus; microbiol,ozaki; spoilage; ndneri; 検出; pcr; brevis; マーカー; the; 判定; pdam; noi; flanking; 相同; 菌株; 伝播; nosus; tabl; udueri; uoi; イクル,乳酸菌; ビール混濁性; ホップ耐性遺伝子; hora; horc; 水平伝播; pcr法; 菌種推定; 環境調査; 回収容器; ビール; 混濁; la; 菌種; backi; regions; abbc; yamashita; paracol; brevi; 乳酸; and; suzuki; 領域; containing; rf; natus; microbiol; ozaki; spoilage; ndneri; 検出; pcr; brevis; マーカー; the; 判定; pdam; noi; flanking; 相同; 菌株; 伝播; nosus; tabl; udueri; uoi; イクル,ビール; 酵母・微生物,微生物・遺伝子関連; 環境・サステナビリティ,ビール:ビール混濁性|ホップ耐性遺伝子|ビール|ビール混濁性|ホップ耐性遺伝子|ビール; 酵母・微生物:乳酸菌|brevis|菌株|乳酸菌|brevis|菌株,微生物・遺伝子関連:ホップ耐性遺伝子|菌株|ホップ耐性遺伝子|菌株; 環境・サステナビリティ:環境調査|環境調査
2708,日本醸造協会誌/102巻/5号/102_325.pdf,2007,102,5,325,325,食品の機能性研究の行方,松久 次雄,102_325.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_325/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_325/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/5号/102_325.pdf,1,食品の機能性研究; 生理活性機能; 生体調節機能; 抗酸化性; ポリフェノール類; 安心; 安全; バランスの良い食習慣; 美味しさ; 食品製造; 微生物,機能; テーマ; 教科; 苦しまぎれ; 如何; 活性; 伝える; バランス; 引きずら; ドジョウ; 学生; 種切れ; 挙げよう; 生理; 割か; 効能; 宣伝; 通ずる; 産み; 苦しみ,一脈; う蝕; ミネラル; 学会; ロム; 切り口; 会者; 愕然; 必定; 腐敗; 発ガン; 聴衆; 学問; フェノール; 誤っ; 過量; 変敗; スピード; 自明; aba,食品の機能性研究; 生理活性機能; 生体調節機能; 抗酸化性; ポリフェノール類; 安心; 安全; バランスの良い食習慣; 美味しさ; 食品製造; 微生物; 機能; テーマ; 教科; 苦しまぎれ; 如何; 活性; 伝える; バランス; 引きずら; ドジョウ; 学生; 種切れ; 挙げよう; 生理; 割か; 効能; 宣伝; 通ずる; 産み; 苦しみ; 一脈; う蝕; ミネラル; 学会; ロム; 切り口; 会者; 愕然; 必定; 腐敗; 発ガン; 聴衆; 学問; フェノール; 誤っ; 過量; 変敗; スピード; 自明,酵母・微生物,保存・安定性; 健康機能・栄養効果; 応用利用・食品開発; 微生物・遺伝子関連; 醸造工程・製造技術,酵母・微生物:微生物|微生物,保存・安定性:抗酸化性|腐敗|抗酸化性|腐敗; 健康機能・栄養効果:食品の機能性研究|抗酸化性|食品の機能性研究|抗酸化性; 応用利用・食品開発:食品の機能性研究|食品製造|食品の機能性研究|食品製造; 微生物・遺伝子関連:微生物|微生物; 醸造工程・製造技術:食品製造|食品製造
2709,日本醸造協会誌/102巻/5号/102_326.pdf,2007,102,5,326,332,酒道: 日本における飲酒の品格について,金村 敦夫,102_326.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_326/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_326/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/5号/102_326.pdf,7,日本の飲酒; 神祭; 盃事; 式三献; 酒宴; 無礼講; 沽酒禁制; 酒屋; 武者; 現代の飲酒,盃事; 飲酒; 酒道; 儀礼; 酒宴; 作法; 品格; 神祭; 時代; 飲み; 幕府; 酒屋; 饗宴; 信仰; 武士; 社会; 三三九度; 形式; 農耕; 崇拝,無礼; 室町; 契り; 将軍; 遊戯; 武家; 節会; 鎌倉; 行わ; 飲む; ギリス; 酌み; 自然; 利き酒; 結婚; 格式; 元旦; 出陣; 庶民; 本人,日本の飲酒; 神祭; 盃事; 式三献; 酒宴; 無礼講; 沽酒禁制; 酒屋; 武者; 現代の飲酒; 飲酒; 酒道; 儀礼; 作法; 品格; 時代; 飲み; 幕府; 饗宴; 信仰; 武士; 社会; 三三九度; 形式; 農耕; 崇拝; 無礼; 室町; 契り; 将軍; 遊戯; 武家; 節会; 鎌倉; 行わ; 飲む; ギリス; 酌み; 自然; 利き酒; 結婚; 格式; 元旦; 出陣; 庶民; 本人,その他（対象物）,その他（研究タイプ）,,
2710,日本醸造協会誌/102巻/5号/102_333.pdf,2007,102,5,333,338,国際的視点からみたワインに関する日本の法的規制について,村上 安生,102_333.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_333/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_333/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/5号/102_333.pdf,6,ワイン; 法的規制; 国際的視点; 酒税法; ラベル表示; 成分分析方法; oiv加盟; codex検討会; オークチップ; 安定化処理剤,ワイン; vitivinicole; secteur; ブドウ; situation; mondial; oiv; 規制; 法的; 世界; eu; 酒税; du; ヨーロッパ; sa; 市場; 生産; 国際; 表示; ボーダレス,輸入; 大国; フランス; en; 徴税; 昭和; 制度; サントリー; 商品; カンパニー; イン; 本社; yasuo; 果実; 許可; 製造; 栽培; 賀茂鶴; 輸出入; 関する,ワイン; 法的規制; 国際的視点; 酒税法; ラベル表示; 成分分析方法; oiv加盟; codex検討会; オークチップ; 安定化処理剤; vitivinicole; secteur; ブドウ; situation; mondial; oiv; 規制; 法的; 世界; eu; 酒税; du; ヨーロッパ; sa; 市場; 生産; 国際; 表示; ボーダレス; 輸入; 大国; フランス; en; 徴税; 昭和; 制度; サントリー; 商品; カンパニー; イン; 本社; yasuo; 果実; 許可; 製造; 栽培; 賀茂鶴; 輸出入; 関する,ワイン; 農産物・果実,成分分析・物性評価; 歴史・文化・経済; 醸造工程・製造技術,ワイン:ワイン|ワイン|ブドウ|ワイン|ブドウ; 農産物・果実:果実|果実,成分分析・物性評価:成分分析方法|成分分析方法; 歴史・文化・経済:市場|市場; 醸造工程・製造技術:製造|製造
2711,日本醸造協会誌/102巻/5号/102_339.pdf,2007,102,5,339,351,フランスのリンゴ酒シードルとその蒸留酒カルバドスの歴史と現状,境 博成,102_339.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_339/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_339/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/5号/102_339.pdf,13,シードル; カルバドス; ポモウ; リンゴ酒; フランス; ノルマンジー地方; ブルターニュ地方; アルコール分; 蒸留; aoc法,シードル; カルバドス; ブルターニュ; ノルマンジー; フランス; リンゴ; 地方; ドル; 地区; 洋ナシ; オージュ; ルバドス; ao; calvados; kl; ワイン; ルターニュ; ドス; 販売; アルコール,ponctey; 樽詰め; スペイン; ルマンジー; ブランデー; cidre; フロンテ; 農家; ビック; モウ; 醸造; 生産; ポモウ; ンゴ; 地域; リバロ; www; カルバ; シャンパーニュ; 写真,シードル; カルバドス; ポモウ; リンゴ酒; フランス; ノルマンジー地方; ブルターニュ地方; アルコール分; 蒸留; aoc法; ブルターニュ; ノルマンジー; リンゴ; 地方; ドル; 地区; 洋ナシ; オージュ; ルバドス; ao; calvados; kl; ワイン; ルターニュ; ドス; 販売; アルコール; ponctey; 樽詰め; スペイン; ルマンジー; ブランデー; cidre; フロンテ; 農家; ビック; モウ; 醸造; 生産; ンゴ; 地域; リバロ; www; カルバ; シャンパーニュ; 写真,農産物・果実; アルコール飲料; ワイン,醸造工程・製造技術,農産物・果実:リンゴ酒|リンゴ|リンゴ酒|リンゴ; アルコール飲料:アルコール分|アルコール|アルコール分|アルコール; ワイン:ワイン|ワイン,醸造工程・製造技術:蒸留|醸造|蒸留|醸造
2712,日本醸造協会誌/102巻/5号/102_352.pdf,2007,102,5,352,363,風土記に現われた酒 (4),加藤 百一,102_352.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_352/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_352/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/5号/102_352.pdf,12,平城京; 律令制; 税制; 物税; 肉体労働; 東市; 西市; 酒造り; 造酒司; 木簡,平城; 西市; 酒造り; 律令; 曲水; 官人; 天皇; 歌意; 東市; 禁酒; 皇子; 節句; 伝票; 建物; 奈良; 時代; 遊び; 竪穴; 歌垣; 踏歌,農民; 木簡; 濁酒; 儀式; 万葉; 風土; 古代; 住居; 庶民; 召し; 行事; 草壁; 条坊; 造酒; 酒宴; 問答; 養老; 浮べる; 杵島; 飲食,平城京; 律令制; 税制; 物税; 肉体労働; 東市; 西市; 酒造り; 造酒司; 木簡; 平城; 律令; 曲水; 官人; 天皇; 歌意; 禁酒; 皇子; 節句; 伝票; 建物; 奈良; 時代; 遊び; 竪穴; 歌垣; 踏歌; 農民; 濁酒; 儀式; 万葉; 風土; 古代; 住居; 庶民; 召し; 行事; 草壁; 条坊; 造酒; 酒宴; 問答; 養老; 浮べる; 杵島; 飲食,清酒,その他（研究タイプ）,清酒:酒造り|酒造り|酒造り,
2713,日本醸造協会誌/102巻/5号/102_364.pdf,2007,102,5,364,401,平成18年度味噌・食酢の研究業績,編集部,102_364.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_364/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_364/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/5号/102_364.pdf,38,味噌; 食酢; 機能性; 微生物; 麹菌; 酵母; 乳酸菌; 製造; 加工; 成分; 健康効果,食酢; oxydans; 発酵; 酢酸; cn; chevreux; 大豆; zhongguo; ang; zhang; 製造; 活性; ep; eury; shi; バルサミコ; pcr; nj; obact; oh,microbiology; li; journal; 用い; 黒酢; ayer; acet; euri; pq; 酵素; ad; プロセス; kg; 成分; ラット; cey; er; 機能; ph; 竹酢,味噌; 食酢; 機能性; 微生物; 麹菌; 酵母; 乳酸菌; 製造; 加工; 成分; 健康効果; oxydans; 発酵; 酢酸; cn; chevreux; 大豆; zhongguo; ang; zhang; 活性; ep; eury; shi; バルサミコ; pcr; nj; obact; oh; microbiology; li; journal; 用い; 黒酢; ayer; acet; euri; pq; 酵素; ad; プロセス; kg; ラット; cey; er; 機能; ph; 竹酢,酵母・微生物; 清酒; 味噌; 農産物・果実,醸造工程・製造技術; 健康機能・栄養効果; 微生物・遺伝子関連; 応用利用・食品開発,酵母・微生物:微生物|麹菌|酵母|乳酸菌|微生物|麹菌; 清酒:麹菌|麹菌; 味噌:味噌|味噌; 農産物・果実:大豆|大豆,醸造工程・製造技術:麹菌|製造|発酵|製造|麹菌|製造; 健康機能・栄養効果:機能性|健康効果|機能性|健康効果; 微生物・遺伝子関連:微生物|微生物; 応用利用・食品開発:加工|加工
2714,日本醸造協会誌/102巻/5号/102_403.pdf,2007,102,5,403,411,製麹工程における清酒麹の香りの変化,高橋 美絵; 磯谷 敦子; 宇都宮 仁; 中野 成美; 小泉 武夫; 戸塚 昭,102_403.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_403/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_403/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/5号/102_403.pdf,9,清酒麹; 香気成分; 製麹工程; 官能評価; 定量分析; アミノ酸; 脂肪酸; リノール酸; メチオニン; グルタミン酸,ct; en; 香り; octen; dehyde; one; ol; 製麹; リノール; phenyl; koji; the; 酵素; aroma; linoleic; mycelial; 工程; acet; soval; of,eral; キノコ; 生成; 宇都宮; yral; hept; et; 増加; 成分; 脂肪; sobut; 酒麹; compounds; 反応; making; concentration; 磯谷; wurzenberger; 抽出; fi,清酒麹; 香気成分; 製麹工程; 官能評価; 定量分析; アミノ酸; 脂肪酸; リノール酸; メチオニン; グルタミン酸; ct; en; 香り; octen; dehyde; one; ol; 製麹; リノール; phenyl; koji; the; 酵素; aroma; linoleic; mycelial; 工程; acet; soval; of; eral; キノコ; 生成; 宇都宮; yral; hept; et; 増加; 成分; 脂肪; sobut; 酒麹; compounds; 反応; making; concentration; 磯谷; wurzenberger; 抽出; fi,清酒,醸造工程・製造技術; 品質評価・官能評価; 成分分析・物性評価,清酒:清酒麹|清酒麹|製麹工程|製麹|酒麹|清酒麹,醸造工程・製造技術:清酒麹|製麹工程|製麹|工程|酒麹|清酒麹; 品質評価・官能評価:香気成分|官能評価|香気成分|官能評価; 成分分析・物性評価:定量分析|定量分析
2715,日本醸造協会誌/102巻/5号/102_412.pdf,2007,102,5,412,415,清酒もろみ中のピルビン酸簡易定量法の開発,佐藤 圭吾; 渡邊 健一,102_412.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_412/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/5/102_5_412/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/102巻/5号/102_412.pdf,4,ピルビン酸; 清酒もろみ; 定量法; 異臭; 品質管理; 簡易定量法; 酵素法; nadh; 発色; 吸光度,ピルビン; 発色; methylphenazinium; pyruvic; 濃度; ad; methylsulfate; methoxy; 試薬; iodophenyl; tetrazolium; キット; nitrophenyl; reaction; 異臭; method; abbreviations; determining; conventional; ルビン,niigata; テトラゾリウム; phenyl; new; 反応; 酵素; the; acid; absorption; 可能; nm; chloride; fig; pms; fi; 本法; 系内; 調製; colorimetric; odophenyl,ピルビン酸; 清酒もろみ; 定量法; 異臭; 品質管理; 簡易定量法; 酵素法; nadh; 発色; 吸光度; ピルビン; methylphenazinium; pyruvic; 濃度; ad; methylsulfate; methoxy; 試薬; iodophenyl; tetrazolium; キット; nitrophenyl; reaction; method; abbreviations; determining; conventional; ルビン; niigata; テトラゾリウム; phenyl; new; 反応; 酵素; the; acid; absorption; 可能; nm; chloride; fig; pms; fi; 本法; 系内; 調製; colorimetric; odophenyl,清酒,成分分析・物性評価; 品質評価・官能評価,清酒:清酒もろみ|清酒もろみ|清酒もろみ|清酒もろみ,成分分析・物性評価:定量法|簡易定量法|定量法|簡易定量法; 品質評価・官能評価:品質管理|品質管理
